-299.7 2 0 -0
-299.1 2 0 -0
-298.5 2 0 -0
-297.9 2 0 -0
-297.3 2 0 -0
-296.7 2 0 -0
-296.1 2 0 -0
-295.5 2 0 -0
-294.9 2 0 -0
-294.3 2 0 -0
-293.7 2 0 -0
-293.1 2 0 -0
-292.5 2 0 -0
-291.9 2 0 -0
-291.3 2 0 -0
-290.7 2 0 -0
-290.1 2 0 -0
-289.5 2 0 -0
-288.9 2 0 -0
-288.3 2 0 -0
-287.7 2 0 -0
-287.1 2 0 -0
-286.5 2 0 -0
-285.9 2 0 -0
-285.3 2 0 -0
-284.7 2 0 -0
-284.1 2 0 -0
-283.5 2 0 -0
-282.9 2 0 -0
-282.3 2 0 -0
-281.7 2 0 -0
-281.1 2 0 -0
-280.5 2 0 -0
-279.9 2 0 -0
-279.3 2 0 -0
-278.7 2 0 -0
-278.1 2 0 -0
-277.5 2 0 -0
-276.9 2 0 -0
-276.3 2 0 -0
-275.7 2 0 -0
-275.1 2 0 -0
-274.5 2 0 -0
-273.9 2 0 -0
-273.3 2 0 -0
-272.7 2 0 -0
-272.1 2 0 -0
-271.5 2 0 -0
-270.9 2 0 -0
-270.3 2 0 -0
-269.7 2 0 -0
-269.1 2 0 -0
-268.5 2 0 -0
-267.9 2 0 -0
-267.3 2 0 -0
-266.7 2 0 -0
-266.1 2 0 -0
-265.5 2 0 -0
-264.9 2 0 -0
-264.3 2 0 -0
-263.7 2 0 -0
-263.1 2 0 -0
-262.5 2 0 -0
-261.9 2 0 -0
-261.3 2 0 -0
-260.7 2 0 -0
-260.1 2 0 -0
-259.5 2 0 -0
-258.9 2 0 -0
-258.3 2 0 -0
-257.7 2 0 -0
-257.1 2 0 -0
-256.5 2 0 -0
-255.9 2 0 -0
-255.3 2 0 -0
-254.7 2 0 -0
-254.1 2 0 -0
-253.5 2 0 -0
-252.9 2 0 -0
-252.3 2 0 -0
-251.7 2 0 -0
-251.1 2 0 -0
-250.5 2 0 -0
-249.9 2 0 -0
-249.3 2 0 -0
-248.7 2 0 -0
-248.1 2 0 -0
-247.5 2 0 -0
-246.9 2 0 -0
-246.3 2 0 -0
-245.7 2 0 -0
-245.1 2 0 -0
-244.5 2 0 -0
-243.9 2 0 -0
-243.3 2 0 -0
-242.7 2 0 -0
-242.1 2 0 -0
-241.5 2 0 -0
-240.9 2 0 -0
-240.3 2 0 -0
-239.7 2 0 -0
-239.1 2 0 -0
-238.5 2 0 -0
-237.9 2 0 -0
-237.3 2 0 -0
-236.7 2 0 -0
-236.1 2 0 -0
-235.5 2 0 -0
-234.9 2 0 -0
-234.3 2 0 -0
-233.7 2 0 -0
-233.1 2 0 -0
-232.5 2 0 -0
-231.9 2 0 -0
-231.3 2 0 -0
-230.7 2 0 -0
-230.1 2 0 -0
-229.5 2 0 -0
-228.9 2 0 -0
-228.3 2 0 -0
-227.7 2 0 -0
-227.1 2 0 -0
-226.5 2 0 -0
-225.9 2 0 -0
-225.3 2 0 -0
-224.7 2 0 -0
-224.1 2 0 -0
-223.5 2 0 -0
-222.9 2 0 -0
-222.3 2 0 -0
-221.7 2 0 -0
-221.1 2 0 -0
-220.5 2 0 -0
-219.9 2 0 -0
-219.3 2 0 -0
-218.7 2 0 -0
-218.1 2 0 -0
-217.5 2 0 -0
-216.9 2 0 -0
-216.3 2 0 -0
-215.7 2 0 -0
-215.1 2 0 -0
-214.5 2 0 -0
-213.9 2 0 -0
-213.3 2 0 -0
-212.7 2 0 -0
-212.1 2 0 -0
-211.5 2 0 -0
-210.9 2 0 -0
-210.3 2 0 -0
-209.7 2 0 -0
-209.1 2 0 -0
-208.5 2 0 -0
-207.9 2 0 -0
-207.3 2 0 -0
-206.7 2 0 -0
-206.1 2 0 -0
-205.5 2 0 -0
-204.9 2 0 -0
-204.3 2 0 -0
-203.7 2 0 -0
-203.1 2 0 -0
-202.5 2 0 -0
-201.9 2 0 -0
-201.3 2 0 -0
-200.7 2 0 -0
-200.1 2 0 -0
-199.5 2 0 -0
-198.9 2 0 -0
-198.3 2 0 -0
-197.7 2 0 -0
-197.1 2 0 -0
-196.5 2 0 -0
-195.9 2 0 -0
-195.3 2 0 -0
-194.7 2 0 -0
-194.1 2 0 -0
-193.5 2 0 -0
-192.9 2 0 -0
-192.3 2 0 -0
-191.7 2 0 -0
-191.1 2 0 -0
-190.5 2 0 -0
-189.9 2 0 -0
-189.3 2 0 -0
-188.7 2 0 -0
-188.1 2 0 -0
-187.5 2 0 -0
-186.9 2 0 -0
-186.3 2 0 -0
-185.7 2 0 -0
-185.1 2 0 -0
-184.5 2 0 -0
-183.9 2 0 -0
-183.3 2 0 -0
-182.7 2 0 -0
-182.1 2 0 -0
-181.5 2 0 -0
-180.9 2 0 -0
-180.3 2 0 -0
-179.7 2 0 -0
-179.1 2 0 -0
-178.5 2 0 -0
-177.9 2 0 -0
-177.3 2 0 -0
-176.7 2 0 -0
-176.1 2 0 -0
-175.5 2 0 -0
-174.9 2 0 -0
-174.3 2 0 -0
-173.7 2 0 -0
-173.1 2 0 -0
-172.5 2 0 -0
-171.9 2 0 -0
-171.3 2 0 -0
-170.7 2 0 -0
-170.1 2 0 -0
-169.5 2 0 -0
-168.9 2 0 -0
-168.3 2 0 -0
-167.7 2 0 -0
-167.1 2 0 -0
-166.5 2 0 -0
-165.9 2 0 -0
-165.3 2 0 -0
-164.7 2 0 -0
-164.1 2 0 -0
-163.5 2 0 -0
-162.9 2 0 -0
-162.3 2 0 -0
-161.7 2 0 -0
-161.1 2 0 -0
-160.5 2 0 -0
-159.9 2 0 -0
-159.3 2 0 -0
-158.7 2 0 -0
-158.1 2 0 -0
-157.5 2 0 -0
-156.9 2 0 -0
-156.3 2 0 -0
-155.7 2 0 -0
-155.1 2 0 -0
-154.5 2 0 -0
-153.9 2 0 -0
-153.3 2 0 -0
-152.7 2 0 -0
-152.1 2 0 -0
-151.5 2 0 -0
-150.9 2 0 -0
-150.3 2 0 -0
-149.7 2 0 -0
-149.1 2 0 -0
-148.5 2 0 -0
-147.9 2 0 -0
-147.3 2 0 -0
-146.7 2 0 -0
-146.1 2 0 -0
-145.5 2 0 -0
-144.9 2 0 -0
-144.3 2 0 -0
-143.7 2 0 -0
-143.1 2 0 -0
-142.5 2 0 -0
-141.9 2 0 -0
-141.3 2 0 -0
-140.7 2 0 -0
-140.1 2 0 -0
-139.5 2 0 -0
-138.9 2 0 -0
-138.3 2 0 -0
-137.7 2 0 -0
-137.1 2 0 -0
-136.5 2 0 -0
-135.9 2 0 -0
-135.3 2 0 -0
-134.7 2 0 -0
-134.1 2 0 -0
-133.5 2 0 -0
-132.9 2 0 -0
-132.3 2 0 -0
-131.7 2 0 -0
-131.1 2 0 -0
-130.5 2 0 -0
-129.9 2 0 -0
-129.3 2 0 -0
-128.7 2 0 -0
-128.1 2 0 -0
-127.5 2 0 -0
-126.9 2 0 -0
-126.3 2 0 -0
-125.7 2 0 -0
-125.1 2 0 -0
-124.5 2 0 -0
-123.9 2 0 -0
-123.3 2 0 -0
-122.7 2 0 -0
-122.1 2 0 -0
-121.5 2 0 -0
-120.9 2 0 -0
-120.3 2 0 -0
-119.7 2 0 -0
-119.1 2 0 -0
-118.5 2 0 -0
-117.9 2 0 -0
-117.3 2 0 -0
-116.7 2 0 -0
-116.1 2 0 -0
-115.5 2 0 -0
-114.9 2 0 -0
-114.3 2 0 -0
-113.7 2 0 -0
-113.1 2 0 -0
-112.5 2 0 -0
-111.9 2 0 -0
-111.3 2 0 -0
-110.7 2 0 -0
-110.1 2 0 -0
-109.5 2 0 -0
-108.9 2 0 -0
-108.3 2 0 -0
-107.7 2 0 -0
-107.1 2 0 -0
-106.5 2 0 -0
-105.9 2 0 -0
-105.3 2 0 -0
-104.7 2 0 -0
-104.1 2 0 -0
-103.5 2 0 -0
-102.9 2 0 -0
-102.3 2 0 -0
-101.7 2 0 -0
-101.1 2 0 -0
-100.5 2 0 -0
-99.9 2 0 -0
-99.3 2 0 -0
-98.7 2 0 -0
-98.1 2 0 -0
-97.5 2 0 -0
-96.9 2 0 -0
-96.3 2 0 -0
-95.7 2 0 -0
-95.1 2 0 -0
-94.5 2 0 -0
-93.9 2 0 -0
-93.3 2 0 -0
-92.7 2 0 -0
-92.1 2 0 -0
-91.5 2 0 -0
-90.9 2 0 -0
-90.3 2 0 -0
-89.7 2 0 -0
-89.1 2 0 -0
-88.5 2 0 -0
-87.9 2 0 -0
-87.3 2 0 -0
-86.7 2 0 -0
-86.1 2 0 -0
-85.5 2 0 -0
-84.9 2 0 -0
-84.3 2 0 -0
-83.7 2 0 -0
-83.1 2 0 -0
-82.5 2 0 -0
-81.9 2 0 -0
-81.3 2 0 -0
-80.7 2 0 -0
-80.1 2 0 -0
-79.5 2 0 -0
-78.9 2 0 -0
-78.3 2 0 -0
-77.7 2 0 -0
-77.1 2 0 -0
-76.5 2 0 -0
-75.9 2 0 -0
-75.3 2 0 -0
-74.7 2 0 -0
-74.1 2 0 -0
-73.5 2 0 -0
-72.9 2 0 -0
-72.3 2 0 -0
-71.7 2 0 -0
-71.1 2 0 -0
-70.5 2 0 -0
-69.9 2 0 -0
-69.3 2 0 -0
-68.7 2 0 -0
-68.1 2 0 -0
-67.5 2 0 -0
-66.9 2 0 -0
-66.3 2 0 -0
-65.7 2 0 -0
-65.1 2 0 -0
-64.5 2 0 -0
-63.9 2 0 -0
-63.3 2 0 -0
-62.7 2 0 -0
-62.1 2 0 -0
-61.5 2 0 -0
-60.9 2 0 -0
-60.3 2 0 -0
-59.7 2 0 -0
-59.1 2 0 -0
-58.5 2 0 -0
-57.9 2 0 -0
-57.3 2 0 -0
-56.7 2 0 -0
-56.1 2 0 -0
-55.5 2 0 -0
-54.9 2 0 -0
-54.3 2 0 -0
-53.7 2 0 -0
-53.1 2 0 -0
-52.5 2 0 -0
-51.9 2 0 -0
-51.3 2 0 -0
-50.7 2 0 -0
-50.1 2 0 -0
-49.5 2 0 -0
-48.9 2 0 -0
-48.3 2 0 -0
-47.7 2 0 -0
-47.1 2 0 -0
-46.5 2 0 -0
-45.9 2 0 -0
-45.3 2 0 -0
-44.7 2 0 -0
-44.1 2 0 -0
-43.5 2 0 -0
-42.9 2 0 -0
-42.3 2 0 -0
-41.7 2 0 -0
-41.1 2 0 -0
-40.5 2 0 -0
-39.9 2 0 -0
-39.3 2 0 -0
-38.7 2 0 -0
-38.1 2 0 -0
-37.5 2 0 -0
-36.9 2 0 -0
-36.3 2 0 -0
-35.7 2 0 -0
-35.1 2 0 -0
-34.5 2 0 -0
-33.9 2 0 -0
-33.3 2 0 -0
-32.7 2 0 -0
-32.1 2 0 -0
-31.5 2 0 -0
-30.9 2 0 -0
-30.3 2 0 -0
-29.7 2 0 -0
-29.1 2 0 -0
-28.5 2 0 -0
-27.9 2 0 -0
-27.3 2 0 -0
-26.7 2 0 -0
-26.1 2 0 -0
-25.5 2 0 -0
-24.9 2 0 -0
-24.3 2 0 -0
-23.7 2 0 -0
-23.1 2 0 -0
-22.5 2 0 -0
-21.9 2 0 -0
-21.3 2 0 -0
-20.7 2 0 -0
-20.1 2 0 -0
-19.5 2 0 -0
-18.9 2 0 -0
-18.3 2 0 -0
-17.7 2 0 -0
-17.1 2 0 -0
-16.5 2 0 -0
-15.9 2 0 -0
-15.3 2 0 -0
-14.7 2 0 -0
-14.1 2 0 -0
-13.5 2 0 -0
-12.9 2 0 -0
-12.3 2 0 -0
-11.7 2 0 -0
-11.1 2 0 -0
-10.5 2 0 -0
-9.9 2 0 -0
-9.3 2 0 -0
-8.7 2 0 -0
-8.1 2 0 -0
-7.5 2 0 -0
-6.9 2 0 -0
-6.3 2 0 -0
-5.7 2 0 -0
-5.1 2 0 -0
-4.5 2 0 -0
-3.9 2 0 -0
-3.3 2 0 -0
-2.7 2 0 -0
-2.1 2 0 -0
-1.5 2 0 -4.67959e-13
-0.9 2 0 -7.61499e-08
-0.3 1.99753 0 -0.0123478
0.3 1.00247 0 -0.0246043
0.9 1 0 -1.523e-07
1.5 1 0 -9.35918e-13
2.1 1 0 -0
2.7 1 0 -0
3.3 1 0 -0
3.9 1 0 -0
4.5 1 0 -0
5.1 1 0 -0
5.7 1 0 -0
6.3 1 0 -0
6.9 1 0 -0
7.5 1 0 -0
8.1 1 0 -0
8.7 1 0 -0
9.3 1 0 -0
9.9 1 0 -0
10.5 1 0 -0
11.1 1 0 -0
11.7 1 0 -0
12.3 1 0 -0
12.9 1 0 -0
13.5 1 0 -0
14.1 1 0 -0
14.7 1 0 -0
15.3 1 0 -0
15.9 1 0 -0
16.5 1 0 -0
17.1 1 0 -0
17.7 1 0 -0
18.3 1 0 -0
18.9 1 0 -0
19.5 1 0 -0
20.1 1 0 -0
20.7 1 0 -0
21.3 1 0 -0
21.9 1 0 -0
22.5 1 0 -0
23.1 1 0 -0
23.7 1 0 -0
24.3 1 0 -0
24.9 1 0 -0
25.5 1 0 -0
26.1 1 0 -0
26.7 1 0 -0
27.3 1 0 -0
27.9 1 0 -0
28.5 1 0 -0
29.1 1 0 -0
29.7 1 0 -0
30.3 1 0 -0
30.9 1 0 -0
31.5 1 0 -0
32.1 1 0 -0
32.7 1 0 -0
33.3 1 0 -0
33.9 1 0 -0
34.5 1 0 -0
35.1 1 0 -0
35.7 1 0 -0
36.3 1 0 -0
36.9 1 0 -0
37.5 1 0 -0
38.1 1 0 -0
38.7 1 0 -0
39.3 1 0 -0
39.9 1 0 -0
40.5 1 0 -0
41.1 1 0 -0
41.7 1 0 -0
42.3 1 0 -0
42.9 1 0 -0
43.5 1 0 -0
44.1 1 0 -0
44.7 1 0 -0
45.3 1 0 -0
45.9 1 0 -0
46.5 1 0 -0
47.1 1 0 -0
47.7 1 0 -0
48.3 1 0 -0
48.9 1 0 -0
49.5 1 0 -0
50.1 1 0 -0
50.7 1 0 -0
51.3 1 0 -0
51.9 1 0 -0
52.5 1 0 -0
53.1 1 0 -0
53.7 1 0 -0
54.3 1 0 -0
54.9 1 0 -0
55.5 1 0 -0
56.1 1 0 -0
56.7 1 0 -0
57.3 1 0 -0
57.9 1 0 -0
58.5 1 0 -0
59.1 1 0 -0
59.7 1 0 -0
60.3 1 0 -0
60.9 1 0 -0
61.5 1 0 -0
62.1 1 0 -0
62.7 1 0 -0
63.3 1 0 -0
63.9 1 0 -0
64.5 1 0 -0
65.1 1 0 -0
65.7 1 0 -0
66.3 1 0 -0
66.9 1 0 -0
67.5 1 0 -0
68.1 1 0 -0
68.7 1 0 -0
69.3 1 0 -0
69.9 1 0 -0
70.5 1 0 -0
71.1 1 0 -0
71.7 1 0 -0
72.3 1 0 -0
72.9 1 0 -0
73.5 1 0 -0
74.1 1 0 -0
74.7 1 0 -0
75.3 1 0 -0
75.9 1 0 -0
76.5 1 0 -0
77.1 1 0 -0
77.7 1 0 -0
78.3 1 0 -0
78.9 1 0 -0
79.5 1 0 -0
80.1 1 0 -0
80.7 1 0 -0
81.3 1 0 -0
81.9 1 0 -0
82.5 1 0 -0
83.1 1 0 -0
83.7 1 0 -0
84.3 1 0 -0
84.9 1 0 -0
85.5 1 0 -0
86.1 1 0 -0
86.7 1 0 -0
87.3 1 0 -0
